,date,title,text,link
22,2022-10-12,敘利亞難民透過直播募捐維持生計，TikTok從中抽成高達70％遭批剝削,敘利亞難民藉TikTok直播募捐維持生計，已逐漸成為新趨勢，日前TikTok卻被爆出從捐款中抽成高達70％。聯合國難民署（UNHCR）官員指出，使用社交媒體可以創造機會，特別是對弱勢族群，但它有時也會被濫用，造成剝削與傷害。,https://www.thenewslens.com/article/174661
23,2022-11-08,後疫時代加速數位轉型服務型機器人提升機場營運效率,疫情衝擊餐飲、地勤業，服務型機器人能高彈性運用在各種場域，符合缺工和無接觸商機潮流，強大的AI功能開啟智慧化服務新變革，對於「海嘯第一排」的航空相關產業來說，桃園機場更是如此。,https://www.thenewslens.com/article/176119
24,2022-10-11,iPhone「車禍偵測」新功能，在使用者玩雲霄飛車時打給了911求救,當下勤務中心派出一組小隊到該遊樂設施處，但沒有看到任何緊急狀況，直到那名使用者在排隊碰碰車時看到那些通知，才回電表示人身安全無虞。根據出勤單位說法，這種「雲霄飛車來電」並不少見。,https://www.thenewslens.com/article/174602
25,2022-10-07,【2022未來大人物名單出爐】ShotUp！不囉嗦大勢代：20組正在讓改變發生的年輕力量,不囉嗦，行動吧！即使面對疫情困境，台灣各角落裡依舊有匯集著改變台灣未來的年輕力量。2022年未來大人物出爐，這群勇於突破的近未來人才，正在為「成功」帶來不同的定義。,https://www.thenewslens.com/article/174426
26,2022-11-10,Meta大規模裁員13％逾1.1萬人，祖克柏為錯估情勢公開信致歉：「我錯了，我要為此負責」,英國金融服務公司HargreavesLansdown分析師史屈特（SusannahStreeter）指出，「祖克柏的認錯（meaculpa）聲明不太可能讓投資者安心，反之，他們可能會因為他承認了高估公司前景而更加不安。」,https://www.thenewslens.com/article/176290
27,2022-11-06,推特藍色勾勾付費制優先在英、美、加等國上路，專家警告大規模裁員恐削弱事實查核力道,非營利團體「自由媒體」（FreePress）共同執行長龔薩雷茲（JessicaGonzalez）表示，「大家都知道」，期中大選選前「社群媒體會出現失控行為，提供錯誤訊息並恐嚇、傷害有色人種選民」，而她擔心，推特會在這個節骨眼鬆懈內容核實力道。,https://www.thenewslens.com/article/176060
28,2022-11-11,AI機器人Bella擔任長照諮詢員，暖性互動讓社福零距離,風靡全球的日本虛擬歌手初音未來，是動漫迷的最愛，而在台灣也有類似的虛擬AI機器人Bella，她的任務是提供有溫度、擬真的長照諮詢服務，與銀髮族及家屬互動，透過自然的應答，讓長照更普及、社福零距離。,https://www.thenewslens.com/article/176390
29,2022-11-03,美國聯邦傳播委員會（FCC）委員卡爾訪台，將與NCC和外交部等官員會談，聚焦5G、資安等議題,卡爾昨天應國家通訊傳播委員會（NCC）邀請抵達台灣訪問，展開一系列雙邊會議。FCC昨天發布新聞稿表示，卡爾是首位造訪台灣的FCC委員。造訪台灣期間，卡爾將拜會NCC、數位發展部與外交部。卡爾也透過推特分享他今天拜會外交部與NCC的照片。,https://www.thenewslens.com/article/175892
30,2022-11-02,你還記得自己心中的衝勁嗎？寫在2022未來大人物專題講座舉辦前,記得年輕無畏、勇敢前進的模樣嗎？其實我們心中都還藏著當年那個大膽無所畏懼的小孩，只是偶爾我們忘記了。你有說出「想成功」或「不怕失敗」的勇氣嗎？2022年我們重啟「未來大人物專題講座」試著邀請你一起定義成功與失敗。,https://www.thenewslens.com/article/175872
31,2022-11-11,從敘事到遊戲，打造XR內容價值鏈！2022TCCF未來內容展，國際專家傳授「內容轉型與變現」商業秘訣,VR、AR、MR等技術已經大量運用於敘事和遊戲創作之中，而在創作之外，募資、通路發行、行銷等商業運作是創作者面臨的一大難題。2022TCCF創意內容大會─未來內容展主題沙龍【國際焦點｜敘事v.s.遊戲：VR內容的商機與發展】邀請國際知名VR體驗內容設計公司ARVOREImmersive營運總監DoedeHoltkamp分享他的寶貴經驗。,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/176344
32,2022-11-01,馬斯克開鍘推特高層、成為唯一董事，好萊塢名人擔憂「自由言論」紛紛停用推特,馬斯克推特收購案爭議多個月，終於在10月27日完成這筆440億美元的鉅額交易。收購後，不僅推特4名高層主官遭解雇，推特董事會更被解散，馬斯克則成為推特唯一股東。許多好萊塢名人紛紛離開推特，並表達他們對於推特仇恨性言論審查規範鬆綁的擔憂。,https://www.thenewslens.com/article/175767
33,2022-10-31,《元宇宙》：這些商機不只讓人親身體驗《星際大戰》的世界，而是成為整個說故事體驗的核心,電影與電視並不會消失，就像是口述故事、各種連載作品、小說與廣播節目都在問世之後好幾個世紀持續存在；但是，可以想見未來的影視作品應該會有各種豐富的互動體驗，或者說是廣義的「遊戲」體驗。,https://www.thenewslens.com/article/175151
34,2022-11-10,開發超音波可視化動態影像，讓AI醫療醫學邁進一大步,你做過超音波檢查嗎？那些花花綠綠的影像是否讓人毫無頭緒？為了解決超音波影像判讀及醫病溝通的問題，雙和醫院攜手新創團隊，以AI模仿醫生判讀肺部超音波影像，讓外行人也能看懂，不僅促進病患理解，更縮短新進醫生的學習曲線。,https://www.thenewslens.com/article/176316
35,2022-10-29,駭客兜售2300萬筆台灣民政資料：預覽可見林姿妙、陳歐珀，工程師實測發現「符合現況」,目前放出的20萬筆資料，大多集中在宜蘭，裡面甚至包含縣長林姿妙、立委陳歐珀等政治人物及其家人的資料，工程師以親友名字實測發現資訊均符合現況，「連『喪偶』登記都有更新」。,https://www.thenewslens.com/article/175656
36,2022-10-25,特斯拉的星鏈「Starlink」，為何在烏克蘭對抗俄羅斯戰爭中那麼重要？,烏克蘭部隊正在使用星鏈進行通信，例如總部和戰場上的部隊之間用的就是星鏈——星鏈的信號不會像普通的無線電信號那樣被干擾，而且只需要15分鐘就能安裝好這套設備。,https://www.thenewslens.com/article/175217
37,2022-11-10,2022TCCF未來內容展多國專家深度對談，對接國際最新文化科技產業趨勢,文化內容策進院主辦「2022TCCF創意內容大會」，匯聚臺灣具潛力IP成品及提案，致力為全球內容業者媒合最佳國際合製資源。而9日登場的「主題沙龍-國際焦點」則邀請榮獲國際藝術獎項、影展肯定的內容製作公司及導演，分享幕後製程及商機開發經驗，期待藉由豐富的產業經驗分享，促進臺灣文化內容產業對接國際。,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/176300
38,2022-10-22,SpaceX低軌衛星Starlink落地有望，電信業界：土洋合作已有默契，盼克服法規問題,國內電信3雄都對低軌衛星合作抱持開放積極態度；中華電信董事長謝繼茂先前指出，低軌衛星需要落地，中華電在地面接收方面是首屈一指，目前已和好幾家國際業者接觸測試，但實質業務合作還沒有進行，國際公司要克服法規面的問題，服務落地的時間點才會明確。,https://www.thenewslens.com/article/175223
39,2022-10-21,【未來大人物】網路謠言漫天飛，Cofacts真的假的：勇敢查核並做個識讀者,我們手上的每一個點擊，都決定了我們下一秒看到的是知識或垃圾。你對數位假訊息感到失望嗎？「Cofacts真的假的」希望與每個在LINE聊天群組中感到絕望的數位原民站在一起，透過共編共好的回應資料，澄清真相，並讓大家知道面對闢謠網傳謠言的自己並不孤單。,https://www.thenewslens.com/article/175211
40,2022-11-10,pCloud終身雲端空間怎麼用？線上存放大檔案隨處存取,瑞士的老字號雲端服務pCloud推出業界少有的雲端空間終身方案，從500GB到10TB都有而且只需要一次性付款就能終身使用，用越久越划算。最近更推出雙11優惠方案，500GB、2TB、10TB終身方案都有優惠！,https://www.thenewslens.com/article/175771
41,2022-10-21,《華盛頓郵報》：馬斯克併購後計畫將裁減推特75%人力，推特早就準備大規模裁員計畫,里奇蒙大學（UniversityofRichmond）威廉姆斯法學院主席托比亞斯（CarlTobias）向《衛報》表示，裁員無疑將影響推特在降低平台上處理有害內容和應對安全問題的能力，而這將對推特的日常營運產生影響。,https://www.thenewslens.com/article/175168
42,2022-10-21,Meta「閩南話口語翻譯系統」計畫負責人來自台灣，「鄉土劇」對訓練AI有貢獻,人工智慧研究員陳鵬仁（Peng-JenChen）70歲已退休的父親陳聖獎來自台灣南部，主要說閩南語（Hokkien，台語或福建話）。他一直希望父親能用閩南語和所有人溝通，因為那是他父親用起來最舒服的語言。就是這個「為愛翻譯」的初心，他著手解決問題。,https://www.thenewslens.com/article/175144
43,2022-11-08,5G師資X技術社群！工業局全方位資源賦能，啟動5G應用未來,5G應用場景日趨多元，要支撐市場達到百花齊放的榮景，更凸顯了相關跨域人才的缺乏與渴求，於此同時，帶領人才前進的業界師資們，是否也已完成自我賦能、加值，並準備好以新視野、新觀點打開新世代的發展力，將是5G產業開展下一個重要挑戰！,https://www.thenewslens.com/feature/5g-jump/175976
44,2022-10-20,AI繪圖之亂：藝術已死，人類輸了，人工智慧將抹殺台灣藝文產業？,AI繪圖在為來幾年成為繪圖圈的「遊戲規則」將會是勢不可擋的趨勢。真人繪師是否會被淘汰，人類創作藝術的時代已經結束了嗎？目前主要有兩派說法......,https://www.thenewslens.com/article/174830
45,2022-10-20,Meta推出人工智慧翻譯工具，可即時互譯閩南話與英語,祖克柏以英語指出，有數以百萬的民眾說福建話，但因為它沒有標準的書寫系統，這使得打造翻譯系統變得很困難。這段話接著被譯成福建話唸出來。與他對話的人說，在他小的時候，學校沒有教福建話，它是透過口說代代相傳。祖克柏說，因為有了這個研發成果，「我們也都可以聽懂（福建話）了」。,https://www.thenewslens.com/article/175085
46,2022-11-08,科學辦案勝柯南！犯罪現場燒腦的事就交給AI,被害者被被棄屍荒野，偵查單位居然靠AI演算血跡形態，重建第一現場，讓兇嫌啞口無言，坦承罪行？！沒錯，這就是科學辦案的威力。AIGO計畫媒合高雄市警察局及新創團隊旺來AI工作室，讓刑事人員省下更多時間與人力，提高破案效率。,https://www.thenewslens.com/article/175796
47,2022-10-16,美國評估AI可望成為警察執法的有力夥伴，但演算法判斷失準的錯誤誰來承擔？,美國西北太平洋國家實驗室正評估，未來將人工智慧技術結合警察系統的可能性，認為AI不僅是一種工具，甚至能作為警察執法的合作夥伴；然而過於依賴AI的偵測功能也容易導致判斷失準甚至侵犯人們權利，對於未來更廣泛的應用則亟需完整且具前瞻性的政策以規範。,https://www.thenewslens.com/article/174835
48,2022-10-12,敘利亞難民透過直播募捐維持生計，TikTok從中抽成高達70％遭批剝削,敘利亞難民藉TikTok直播募捐維持生計，已逐漸成為新趨勢，日前TikTok卻被爆出從捐款中抽成高達70％。聯合國難民署（UNHCR）官員指出，使用社交媒體可以創造機會，特別是對弱勢族群，但它有時也會被濫用，造成剝削與傷害。,https://www.thenewslens.com/article/174661
49,2022-11-08,後疫時代加速數位轉型服務型機器人提升機場營運效率,疫情衝擊餐飲、地勤業，服務型機器人能高彈性運用在各種場域，符合缺工和無接觸商機潮流，強大的AI功能開啟智慧化服務新變革，對於「海嘯第一排」的航空相關產業來說，桃園機場更是如此。,https://www.thenewslens.com/article/176119
50,2022-10-11,iPhone「車禍偵測」新功能，在使用者玩雲霄飛車時打給了911求救,當下勤務中心派出一組小隊到該遊樂設施處，但沒有看到任何緊急狀況，直到那名使用者在排隊碰碰車時看到那些通知，才回電表示人身安全無虞。根據出勤單位說法，這種「雲霄飛車來電」並不少見。,https://www.thenewslens.com/article/174602
51,2022-10-07,【2022未來大人物名單出爐】ShotUp！不囉嗦大勢代：20組正在讓改變發生的年輕力量,不囉嗦，行動吧！即使面對疫情困境，台灣各角落裡依舊有匯集著改變台灣未來的年輕力量。2022年未來大人物出爐，這群勇於突破的近未來人才，正在為「成功」帶來不同的定義。,https://www.thenewslens.com/article/174426
52,2022-10-06,《私隱即權力》：利用科技抑或被科技利用？,科技巨頭自然會擁護有利他們的說法，但更加貼近真實的說法應該是：當科技發展帶來的負面後果超過正面效益時，就應該要被停止。,https://www.thenewslens.com/article/174240
53,2022-10-06,Discord、Roblox被控未善盡保護責任，導致11歲女童遭成年男子騷擾與性剝削,「這些公司未能實施基本、易於實施的安全措施，而這本可以保護S.U.和其他孩子的安全。」對於本起案件，該律師事務所的創辦人伯格曼（MatthewP.Bergman）強調，「我相信這起訴訟將為他們伸張正義，我希望它能引導這些公司改進他們的產品。」,https://www.thenewslens.com/article/174403
54,2022-11-08,【圖輯】2022TCCF未來內容展（下）：科技應用開拓元宇宙娛樂格局,2022TCCF創意內容大會-未來內容展，展示新科技如NFT、XR、沉浸式投影結合文化內容的新型態作品，為民眾帶來不同以往的互動體驗。,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/176051
55,2022-10-05,就算是AI也有歧視，美國白宮提《人工智慧權利法案》避免演算法濫用、保障數位隱私,"美國白宮4日提出《人工智慧權利法案》旨在保護民眾個人數據不被AI演算法濫用，然而各界反映兩極。有人認為努力監管AI的同時，也可能扼殺創新；同時有人指出AI以不透明的方式收集個人數據，並擁有偏見，與監管規範直接衝突。
",https://www.thenewslens.com/article/174349
56,2022-10-04,英國14歲少女莫莉輕生，調查認定社群媒體提供不安全內容釀成悲劇,英國一名14歲少女莫莉輕生前透過社群媒體大量閱覽與自殘、自殺有關的圖像、影像、文字與其他令人感到沮喪消極的內容，Meta和Pinterest的高管為提供不安全內容道歉，政府將制定相關法案要求技術平台保護兒童免受有害內容的侵害。,https://www.thenewslens.com/article/174289
57,2022-11-07,有請AI來幫忙，屏東打火英雄救災更給力,消防員進出火場，分秒必爭，卻經常面對高度不確定性：濃煙阻礙視線、氧氣不足、建物坍塌、前進受阻。現在，創新的AI科技，讓火場的不可預測變為可預測；屏東縣消防局藉由AI輔助，不僅大幅縮短119語音報案處理時間，更進一步導入火場內的「動作軌跡偵測分析」。,https://www.thenewslens.com/article/175793
58,2022-10-03,特斯拉人型機器人Optimus亮相，馬斯克預言未來可供家用，甚至成為人類的性伴侶,全球首富馬斯克（ElonMusk）9月30日在電動車製造商特斯拉（Tesla）的「人工智慧日」（AIDay）活動中，展示了他讚不絕口的人型機器人Optimus。馬斯克預言，未來機器將可供家用，包括做晚餐、修剪草坪、照顧長者，甚至成為人類的「夥伴」或性伴侶。,https://www.thenewslens.com/article/174198
59,2022-10-02,NASA「行星防禦計劃」實驗，以飛行器直接撞擊小行星「迪莫弗斯」改變軌道,實驗室的任務系統工程師艾琳娜・亞當斯博士（DrElenaAdams）表示，知道我們有一個行星防禦計劃，「地球人應該能睡個好覺」。,https://www.thenewslens.com/article/173948
60,2022-11-07,沉浸式場域崛起！示範多元商模、打造規模化體驗經濟，迎向新型態展演變現的最後一哩路,沉浸式體驗橫掃全球，它們不僅帶來展演型態的多元可能，更身兼內容研發角色，成為孵化未來作品的關鍵基地。在2022TCCF創意內容大會一未來內容展的主題沙龍中，也針對這個發展趨勢邀請到台灣經營沉浸式場域的重要推手分享他們如何在協助科技內容創作者完善新媒體創作生態的同時，不斷摸索新的可能性，打造多元的永續商業模式。,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/176072
61,2022-09-29,Pornhub遭Instagram永久刪除帳號，發聲明控訴成人產業長期遭受歧視與差別待遇,至於Pornhub具體所違反的平台條款，母公司Meta沒有詳細說明違規事項，也拒絕透露Pornhub到底有過多少次違規行為，只表示在過去10年中多次警告該網站違反了社群準則。,https://www.thenewslens.com/article/174037
62,2022-09-28,IMD世界數位競爭力評比：台灣下滑3名排名第11，8指標全球前3,IMD評比以3大指標、9項次指標、54個細項指標，評估世界各國對於適應、探索與充分運用「數位轉變」的能量與整備度。這次調查評比中，台灣名列全球前3名的指標有8項，較2021年多出1項。其中，「全國平均總研發人力」、「行動寬頻用戶」及「資訊科技與媒體股票市場資本額占GDP的比率」全球居冠。,https://www.thenewslens.com/article/173953
63,2022-11-05,【圖輯】2022TCCF未來內容展（上）：看見VR技術拓展創作可能性,「2022TCCF創意內容大會-未來內容展」展出多項VR作品。有興趣的民眾不妨前往松山文創園區2、3號倉庫觀展，活動時間至11月13日。現在就讓我們以懶人包的形式帶大家快速認識本次參展的VR作品！,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/176025
64,2022-09-25,京都大學正在開發「能理解人類幽默感細微差異」的AI系統，訓練機器人在正確時機發笑,牛津大學網路研究院教授SandraWachter表示，人們必須謹記機器人或演算法是永遠沒辦法真正理解人類，也不會理解笑聲的真實含義，「他們沒有知覺能力，但他們卻能厲害到讓你相信他們瞭解一切事物。」,https://www.thenewslens.com/article/173746
65,2022-09-23,當海洋研究員遇上有200多年歷史的鯨魚廟，珍藏的骨骸見證了鯨魚在越南的演變,"萬秀水寺建於1762年，被認為是越南最古老的鯨魚廟，寺內有一具巨大的鯨魚骨架，長22公尺，估計活著時重達65噸，是東南亞保存最大的鯨魚骨架，另外寺內後方還放置了100多套鯨魚骨架和許多阮朝時期的文物，寺外還有一塊埋葬鯨魚的墓場。

",https://www.thenewslens.com/article/173662
66,2022-11-04,登入元宇宙！2022TCCF未來內容展以故事力帶你搞懂Web3.0,今年11月舉辦的TCCF創意內容大會「未來內容展」「擴增宇宙運算中」為題，帶領民眾進入Web3.0時代，展示國內外19件不同形式的感官體驗作品，透過數位技術創造虛擬內容的商業價值，讓民眾能藉由實際作品理解Web3.0的概念。,https://www.thenewslens.com/article/176001
67,2022-09-22,《藥學期刊》：TikTok向青少年推薦減肥藥物內容，許多民眾將社群媒體視為獲得處方藥資訊的管道,全國藥學協會的政策經理曼吉恩（HelgaMangion）強調，「社群媒體上流傳著這麼多與醫療相關的內容，有一個值得信任的專業人士來解讀資訊，幫助人們做出明智的選擇是很重要的。」,https://www.thenewslens.com/article/173658
68,2022-09-22,【數位轉型】企業轉型怎麼做？詹文男成立數位轉型學院，提供轉型策略目錄,本篇專訪臉書公開社團、以及網站「數位轉型學院」的院長詹文男，希望讓台灣各級產業藉此起步，能夠充分利用數位科技，提升產業競爭力，邁向數位轉型。,https://www.thenewslens.com/article/173502
69,2022-11-03,「2022TCCF創意內容大會-未來內容展」開幕國內外19件跨域節目引領臺灣文化科技產業先機,「2022TCCF創意內容大會-未來內容展」開展儀式於今（3）日稍早結束，今年未來內容展以「擴增宇宙運算中」為主軸，集結XR、互動投影、NFT等19項國內外沉浸式節目，匯聚文化科技應用最新趨勢，透過故事力策展打造軟性體驗，展現「未來內容」跨域應用價值。,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/175912
70,2022-09-21,【數位轉型】CBAM將上路，裴有恆籲：台灣企業再不做綠色轉型，可能會被碳稅壓垮！,面對企業迫在眉睫的需求與焦慮，專擅AIoT數位轉型的「中華亞太智慧物聯發展協會」理事長裴有恆認為，碳關稅一旦開徵，不符規格的企業可能因不敷成本退出競爭，也可能遭供應鏈捨棄。特別呼籲不在「以大帶小」行業的中小企業即刻行動，繼續觀望恐不樂觀。,https://www.thenewslens.com/article/173497
71,2022-09-20,【數位轉型】資策會率先示範組織轉型：不再與民爭利，聚焦數位轉型的第三方業務,每一次新科技出現的時候，不論是網路、或是智慧型手機等，就是全世界洗牌的時候，產業都跟著翻轉一次。而在翻轉之中失敗的人，其實並不是被新科技打敗，而是被「會用新科技的人」所打敗的。,https://www.thenewslens.com/article/173507
